Gene	DMSO_rep1	DMSO_rep2	E2_rep1	E2_rep2
	0	0	0	0
	0	0	0	0
	0	0	0	0
RNA5SP309	0	0	0	0
RNU6-719P	0	0	0	0
SCARNA13	411	431	413	453
RNU7-22P	0	0	0	0
RNU6-1178P	0	0	0	0
RN7SKP49	0	0	0	0
RF00006	0	0	0	0
RF00019	0	0	0	0
RNY4P20	0	0	0	0
RNU6-197P	0	0	0	0
RN7SKP66	0	0	0	0
RNU1-142P	0	0	0	0
RNU6-126P	0	1	1	3
	0	0	0	0
RNA5SP33	1	1	1	1
RPPH1-2P	0	0	0	0
RNU6-1016P	3	2	1	3
RNU6-63P	0	0	0	0
	0	0	0	0
RNU4-77P	0	0	0	0
	0	0	0	0
RNU6-531P	0	0	1	0
	0	0	0	0
RF00156	0	0	0	0
RNU6-180P	0	0	0	0
RNU7-81P	0	0	0	0
RNU4ATAC3P	0	0	0	0
RNA5SP271	0	0	0	0
RNA5SP55	0	0	0	0
	0	0	0	0
RNA5SP206	0	0	0	0
RNU1-128P	0	0	0	0
RNU7-53P	0	0	0	0
RNU6-1171P	0	0	0	0
RNA5SP82	0	0	0	1
RF00273	0	0	0	0
	0	0	0	0
RNU6-783P	0	0	0	0
RNU5D-2P	0	0	0	0
	0	0	0	0
RNU6-267P	0	0	0	1
RF00019	0	0	0	0
	0	0	0	0
RF00156	0	0	0	0
	0	0	0	0
RNU6-965P	0	0	0	0
	0	0	0	0
RNU7-193P	0	0	0	0
RNU6-572P	0	0	0	0
RF00019	0	0	1	0
RNA5SP254	0	0	0	0
	0	0	0	0
RF00322	0	0	0	0
	0	0	0	0
RNA5SP462	0	0	0	0
RNU6-919P	0	0	0	0
	0	1	0	0
SNORD36C	0	0	0	3
	0	0	0	0
RNU6-1282P	0	0	0	0
RNU6-362P	0	0	0	0
RNA5SP466	0	0	0	0
	0	0	0	0
RNU7-149P	0	0	0	0
RNU6-759P	0	0	1	1
RF00402	0	0	0	0
RNU6-307P	0	0	0	0
RNA5SP73	0	0	0	0
RNU6-861P	0	0	0	0
RNU6-567P	0	0	0	0
RNU6-256P	0	0	0	0
	0	0	0	0
RNU6-914P	0	0	0	0
	0	0	0	0
RNU4-18P	0	0	0	0
RNU1-125P	0	0	0	0
RNU6-922P	0	0	0	0
RNA5SP45	0	0	0	0
	0	0	0	0
	0	0	0	0
RNU7-28P	0	0	0	0
RNU6-1153P	0	0	0	0
	0	0	0	0
	0	0	0	0
RNU5B-6P	0	0	0	0
	0	0	0	0
	0	0	0	0
SCARNA20	3	1	4	5
RNU6-135P	0	0	0	0
	0	0	0	0
RF00322	0	0	0	0
RNU6-1098P	0	0	0	0
RF00322	0	0	0	0
MIR514B	0	0	0	0
	0	0	0	0
RF00019	0	0	0	0
	0	0	0	0
RNA5SP422	0	0	0	0
RNU7-143P	0	0	0	0
RNA5SP468	0	0	0	0
	0	0	0	0
RNU6-1224P	0	0	0	0
RNU6-656P	0	0	0	0
RN7SKP82	0	0	0	0
RNU7-137P	0	0	0	0
RNA5SP460	0	0	0	0
RNU6-566P	0	0	0	0
RF00425	0	0	0	0
	0	0	1	0
RNU6ATAC22P	0	0	0	0
RNU2-44P	0	0	0	0
	0	0	0	0
RNU6-1150P	0	0	0	0
RF00019	0	0	0	0
RNU6-1191P	0	0	0	0
	0	0	0	0
RNU6-1121P	0	0	0	0
RF00019	0	0	0	0
	0	0	0	0
RNU6-807P	1	2	0	2
RF00019	0	0	0	0
	0	0	0	1
	0	0	0	0
RNA5SP441	0	0	0	1
RNU6-1149P	0	0	0	0
RNU6ATAC24P	2	2	0	0
RF00019	0	0	0	0
RNU6-881P	1	1	0	0
RNA5SP481	0	0	0	0
RNA5SP409	0	0	0	0
RNU1-40P	0	0	0	0
RNU6-1308P	0	0	0	0
RNU6-122P	0	0	0	0
RNU6-453P	0	0	0	0
	0	0	0	0
RN7SKP282	0	0	0	0
RN7SKP219	0	0	0	0
RNU2-56P	1	0	0	0
RNU6-826P	0	0	0	0
RNA5SP268	0	0	0	1
	0	0	0	0
RNU2-24P	0	1	1	0
RF01233	0	0	0	0
RNU6-678P	0	0	0	1
RNA5SP137	0	0	0	0
RNU6-1136P	0	1	2	1
RNU7-30P	0	0	0	0
RNU7-111P	0	0	0	0
	0	0	0	0
RNA5SP416	0	0	0	0
	0	0	0	0
RNA5SP480	0	0	0	0
RNA5SP75	0	0	0	0
RNU6-557P	0	0	0	0
RF00019	0	0	1	2
RNA5SP444	0	0	0	0
RNU7-6P	0	0	0	0
RF00019	0	0	0	0
RN7SKP88	0	0	0	0
RF00156	0	0	0	0
RNU6-786P	0	0	0	0
RNU6-1088P	0	0	0	0
RF00019	0	0	0	0
RNU6-782P	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
RNA5SP523	0	0	0	0
	0	0	0	0
	0	2	0	0
	1	0	0	0
RF00019	2	0	0	0
	0	0	0	0
RNA5SP421	0	0	0	0
RNA5SP102	0	0	0	0
	0	0	0	0
	0	0	0	0
RF01241	0	0	0	0
	0	0	0	0
RNA5SP449	0	0	0	0
RNU1-97P	0	0	0	0
RF00273	0	0	0	0
	0	0	0	0
RNU6ATAC36P	0	0	0	0
RNU6-928P	0	0	0	0
RNU6-1234P	0	0	0	0
	0	0	0	0
RNU6-579P	0	0	0	0
RF00401	0	0	0	0
AC105339.2	25	18	32	53
RF00283	0	0	0	0
RF00271	0	0	0	0
RF00561	0	0	0	0
	0	0	0	0
MIR2276	0	0	0	0
RNA5SP34	0	0	0	0
RN7SKP209	0	0	0	0
	0	0	0	0
SNORA21B	0	0	0	0
RNU7-110P	0	0	0	0
	0	0	0	0
	0	0	0	0
RN7SKP277	0	0	0	0
RNU6-175P	0	0	0	0
	0	0	0	0
RNU11-2P	0	0	0	0
	0	0	0	0
RNU6-295P	0	0	0	0
RN7SKP116	0	0	0	0
SCARNA14	0	0	0	0
RNU6-1198P	0	0	0	0
RNA5SP392	0	0	0	0
	0	0	0	0
RN7SKP260	0	0	0	0
RNU6-352P	0	0	0	0
RNU6-612P	0	0	0	0
RF00425	0	0	0	0
RNU6-1258P	0	0	0	0
RNU6-798P	0	0	0	0
RF00601	0	0	0	0
RNU6-677P	0	0	0	0
RF00156	0	0	0	0
RNU6-765P	0	0	0	0
RNA5SP94	0	0	0	0
RF00564	0	0	0	0
	0	0	0	0
RNU6-971P	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
RNU6-980P	0	0	0	0
RNU6-528P	0	0	0	0
	0	0	0	0
	0	0	0	0
RNU7-151P	0	0	0	0
	0	0	0	0
RF00019	0	0	0	0
RNU6-850P	0	0	0	0
RF00019	0	0	0	0
RNA5SP143	0	0	0	0
RNU6-273P	0	0	0	0
RNA5SP364	0	0	0	0
	1	0	1	0
RNU7-116P	0	0	0	0
RNU7-70P	0	0	0	0
RNU6-143P	0	0	0	0
RNU6-210P	0	0	0	0
	0	0	0	0
	0	0	0	0
RNU6-703P	0	0	0	0
RNU6-577P	0	3	1	1
RN7SKP96	1	0	0	0
RNU6-445P	0	0	0	0
RF00019	2	2	1	1
RNA5SP54	0	0	0	0
RF00019	0	0	0	0
RF00322	0	0	0	0
RNU2-31P	0	0	0	0
RNU6-1092P	0	0	0	0
RF00424	0	0	0	0
RNU6-255P	0	0	0	0
RNU6-250P	0	0	0	0
RNU6-856P	0	0	0	0
RNU6-943P	0	0	0	0
RNU7-4P	0	0	0	0
	0	0	0	0
RNU6-714P	0	0	0	0
RF00554	0	0	0	0
RNU4ATAC10P	0	0	0	0
RF00422	0	0	0	0
RF00601	0	0	0	0
RNU6-182P	0	0	0	0
RNA5SP471	0	0	0	0
RNU6-341P	1	2	1	1
RNU6-835P	0	0	0	0
RF00019	1	0	1	0
	0	0	0	0
	0	0	0	0
RF00569	0	0	0	1
	0	0	0	0
	0	0	0	0
	0	0	0	0
	1	0	0	0
	0	0	0	0
RN7SKP60	0	0	0	0
RNU6-56P	0	0	0	0
RNU7-11P	0	0	0	0
RN7SKP272	0	0	0	0
RF00478	0	0	0	0
	0	0	0	0
RF00601	0	0	0	0
	0	0	0	0
RF00019	0	0	1	0
	0	0	0	0
RNU6-958P	0	0	0	0
	0	0	0	0
RNA5SP420	0	0	0	0
RNU6-1006P	0	0	0	0
	4	2	3	3
	0	0	0	0
RNU6-345P	0	0	0	0
	0	0	0	0
RN7SKP2	0	0	0	0
	0	0	0	0
RN7SKP233	0	0	0	0
RNU6-410P	0	0	0	0
RNA5SP337	0	0	0	0
	4	1	0	3
	0	0	0	0
	0	0	0	0
RF00019	0	0	0	0
RNU6-388P	0	0	0	0
RF00019	0	0	0	0
RNU6-148P	0	0	0	0
RF00554	0	0	0	0
	0	0	0	0
RNU1-92P	0	0	0	0
RN7SKP11	0	0	0	0
RNA5SP135	0	0	0	0
	0	0	0	0
	0	0	0	0
RNU6-1212P	0	0	0	0
RNA5SP186	0	0	0	0
	0	0	0	0
SCARNA21	107	129	108	139
RN7SKP99	0	0	0	0
	0	0	0	0
RNU6-419P	0	0	0	0
RF00405	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
RNA5SP101	0	0	0	0
	0	0	0	0
RNU2-46P	0	0	0	0
RNA5SP230	0	0	0	0
	0	0	0	0
RNU1-117P	0	1	1	0
RF00322	0	0	0	0
	0	0	0	0
RN7SKP5	0	0	0	0
	1	0	1	1
RNA5SP503	0	0	0	0
RNU6-389P	0	0	0	0
RNU6-1271P	0	0	0	0
RNU6-375P	0	0	0	0
RNU6-570P	0	0	0	0
RNU6-448P	0	0	0	0
RNU6-1183P	0	0	0	0
RNA5SP278	0	0	0	0
	0	0	0	0
RNA5SP243	0	0	0	0
RNU6-909P	0	0	0	0
RF00201	0	0	0	0
	0	0	0	0
RF01293	0	0	0	0
RNU7-188P	0	0	0	0
	0	0	0	0
RF00019	1	1	0	0
	0	0	0	0
RNA5SP312	0	0	0	0
	0	0	0	0
RN7SKP98	0	0	0	0
	0	0	0	0
RNU6-334P	0	1	0	0
RNU6-1137P	0	0	0	0
	0	0	0	0
RNU6-1213P	0	0	0	0
RN7SKP197	0	0	0	0
RNU6-430P	0	0	0	0
RF00322	0	0	0	0
RNU6-1236P	0	0	0	0
RNU6-699P	0	0	0	0
RF00019	0	0	0	0
RNU6-548P	0	0	0	0
	0	0	0	0
RF00019	0	0	0	0
	0	0	0	0
	0	0	0	0
RNU6-685P	0	0	0	0
RNU6-1096P	0	0	0	0
RNU6-303P	0	0	0	0
	0	0	0	0
RNA5SP342	0	0	0	0
RNU6-894P	0	0	0	0
RF00598	0	0	0	0
RNA5SP330	0	0	0	0
SCARNA3	2	1	1	0
RNU6-1003P	1	0	0	0
RNU6-201P	0	0	0	0
	0	0	0	0
	0	0	0	0
RNU6-158P	0	0	0	0
RNU6-789P	0	0	0	0
RF00019	0	0	0	0
RNU6-762P	1	0	0	0
RF00090	0	0	0	0
	0	0	0	0
RF00019	0	0	0	0
RF00322	0	0	0	0
	0	0	0	0
RNU6-365P	0	0	0	0
RF00424	0	0	0	0
	0	0	0	0
RNA5SP404	0	0	0	0
RNU6-64P	0	0	0	0
RNU6-218P	0	0	0	0
RNU6-1015P	0	0	0	0
RNU6-231P	0	0	0	0
	0	0	0	0
RNU6-1223P	1	0	0	0
RNU7-172P	0	0	0	0
RNU6-1220P	0	0	0	0
RNA5SP423	0	0	0	0
RNU6-1270P	0	0	0	0
	0	0	0	0
RNA5SP340	0	0	0	0
RNA5SP290	0	0	0	0
RNU6-264P	0	0	0	0
RNU6-897P	0	0	0	0
RF00593	0	0	0	0
	0	0	0	0
SCARNA1	0	1	3	0
RNU6-1314P	0	0	0	0
	0	0	0	0
RNA5SP490	0	0	0	0
RNA5SP165	0	0	0	0
RNU6-58P	0	0	0	0
RNU6-232P	0	0	0	0
RNU4ATAC9P	0	0	0	0
RNA5SP40	0	0	0	0
RNA5SP402	0	0	0	0
	0	0	0	0
RNA5SP170	0	0	0	0
RN7SKP258	0	0	0	0
	0	0	0	0
RNU6-993P	0	0	0	0
RN7SKP147	0	0	0	0
RNA5SP400	0	0	0	0
RF00019	3	0	0	0
	0	0	0	0
	0	0	0	0
RF00156	0	0	0	0
RNA5SP159	0	0	0	0
RNU6-1057P	0	0	0	0
	0	0	0	0
RNU6-1028P	0	0	0	0
	0	0	0	0
RF00019	0	0	0	0
	0	0	0	0
RNA5SP70	0	0	0	0
RN7SKP183	0	0	0	0
RNU6-165P	0	0	0	0
RNU6-367P	0	0	0	0
	0	0	0	0
RN7SKP234	0	0	0	0
RNU7-35P	0	0	0	0
RNU6-844P	0	0	0	0
RF00108	0	0	0	0
	0	0	0	0
RNA5SP66	0	0	0	0
RNU6-111P	0	0	0	0
RF00322	0	0	0	0
RNU1-54P	0	0	0	0
RNU6-1073P	0	0	0	0
RF00564	0	0	0	0
RF00402	0	0	0	0
RNU6-1231P	0	0	0	0
RNU6-667P	0	0	0	0
RNU6-1315P	0	0	1	0
	0	0	0	0
RNU6-889P	0	0	0	0
RNA5SP380	0	0	0	0
RNU1-45P	0	0	0	0
RN7SKP105	0	0	0	0
	0	0	0	0
RNU6-1261P	0	0	0	0
	0	0	0	0
RNU6-176P	0	0	0	0
RN7SKP283	0	0	0	0
SNORA50B	10	7	11	13
MIR2355	0	0	0	0
	0	0	0	0
RN7SKP256	0	0	0	0
	0	0	0	0
	1	0	0	0
RF00322	0	0	0	0
	0	0	0	0
RN7SKP64	0	0	0	0
RF00019	0	0	0	0
	0	0	0	0
	0	0	0	0
RN7SKP35	0	0	0	0
RN7SKP40	0	0	0	0
RNU6-902P	0	0	0	0
RNU6-731P	0	0	0	0
RNU7-156P	0	0	0	0
RNU6-1238P	0	0	0	0
RNU2-12P	0	0	0	0
RNU6-464P	0	0	0	0
RF00156	0	0	0	0
RF00322	0	0	0	0
	0	0	0	0
MIR2116	1	0	0	0
RNA5SP291	0	0	0	0
RNU6-299P	0	0	0	0
	0	0	0	0
RNU4ATAC5P	0	0	0	0
	0	0	0	0
	0	0	0	0
RNU6-706P	0	0	0	0
RNA5SP47	0	0	0	0
RNA5SP454	0	0	0	0
RF00322	0	0	0	0
RF00156	0	0	0	0
RNU7-181P	0	0	0	0
	0	0	0	0
	0	0	0	0
	0	0	0	0
RF00561	0	0	0	0
RNU4-60P	0	0	0	0
RF00416	0	0	0	0
	0	0	0	0
RF00322	3	4	2	2
	0	0	0	0
RN7SKP289	0	0	0	0
RNU7-77P	0	0	0	0
RNA5SP415	0	0	0	0
RNU7-128P	0	0	0	0
RN7SKP57	0	0	0	0
RNA5SP437	0	0	0	0
RF00322	0	0	0	0
RF00601	0	0	0	0
	0	0	0	0
RNU6-494P	0	0	0	0
RNU6-711P	0	0	0	0
RF00561	0	0	0	0
RNU6-709P	0	0	0	0
RF00285	0	0	0	0
	0	0	0	0
	0	0	0	0
RNU6-794P	0	0	0	0
	0	0	0	0
RF00324	0	0	0	0
RN7SKP295	0	0	0	0
RNU6-586P	0	0	0	0
RN7SKP92	0	0	0	0
	0	0	0	0
RNA5SP169	0	0	0	0
RNU6-1116P	0	0	0	0
NRON	0	0	0	0
RNA5SP373	0	0	0	0
RNU4ATAC17P	0	0	0	0
	0	0	0	0
RNA5SP106	0	0	0	0
RNU6-840P	0	0	0	0
RF00564	0	0	0	0
RNU6-537P	0	0	0	0
RNU6-1174P	0	0	0	0
RF00019	0	0	0	0
RNU1-104P	0	0	0	0
RF00045	0	0	0	0
	0	0	0	0
RF01241	0	0	1	0
RNA5SP179	0	0	0	0
RF00049	0	1	0	0
	0	0	0	0
RF00019	0	0	0	0
RNU2-19P	0	0	0	0
RNU7-161P	0	0	0	0
RNU2-60P	0	0	0	0
AC009623.1	0	0	0	0
AC004707.1	0	0	1	1
LINC01609	127	171	111	144
AC139497.1	0	0	0	0
AP003548.1	0	0	0	0
AC090198.1	40	29	26	36
AC090819.1	0	0	0	0
AC090993.1	0	0	0	0
RPL12P22	0	0	0	0
AC011410.1	0	0	0	0
AC091114.1	0	0	0	0
AC102945.1	0	0	0	0
AC090151.1	0	0	0	0
AC087672.1	0	0	0	0
AC027698.1	1	0	0	2
OC90	0	0	0	0
AC022695.1	0	0	0	0
HNRNPA3P7	0	0	0	0
IGLV2-34	0	0	0	0
AC120042.2	0	0	0	0
AC025366.1	0	0	0	0
AC091182.1	0	0	0	0
TRAPPC2P2	0	0	0	0
AC055854.1	1	0	12	24
IGLVI-56	0	0	0	0
IGKV2D-36	0	0	0	0
	0	0	0	0
AC114550.1	0	0	0	0
IGHV7-56	0	0	0	0
IGHV3-62	0	0	0	0
AC009630.1	1	0	0	1
AC025437.1	0	0	0	0
AC103724.2	0	0	0	0
AC092709.1	0	0	0	0
LINC00967	1	2	0	0
AC013644.1	0	0	0	0
AC026904.2	0	0	0	0
AC008632.1	0	0	0	0
AC037441.2	0	0	0	0
AC022730.3	0	0	0	0
AC104117.2	0	1	2	5
CIR1P1	0	0	0	0
AC015468.1	0	0	0	0
RGS21	0	0	0	0
IGHVII-28-1	0	0	0	0
IGLV3-17	0	0	0	0
AP001207.1	0	1	0	0
AC100801.1	0	1	1	0
AC008676.3	0	0	0	0
AC022360.1	0	0	0	0
IGKV3-31	0	0	0	0
PCDHGA12	3	3	0	2
AC105185.1	0	0	0	0
LINC01605	0	0	0	0
AC026991.1	0	0	0	0
AC109479.1	0	0	0	0
AC023403.1	0	0	0	0
AC090821.1	0	0	0	0
AC131281.1	0	0	0	0
WASHC5-AS1	0	0	0	0
AC124069.1	0	0	0	0
IGHVII-65-1	0	0	0	0
AC108515.1	0	0	0	0
AC037450.1	0	0	0	0
AC008378.1	0	0	0	0
H2AFZP2	0	0	1	0
AC009630.2	0	1	0	0
AC023632.1	0	0	0	0
AC104997.1	0	0	0	0
AC104211.2	0	0	0	0
AC022559.1	0	0	0	0
CALCP	0	0	0	0
AC104986.1	2	1	1	1
AC138356.3	0	0	0	0
AC084026.1	0	0	0	0
AC005531.1	0	1	1	3
AC011586.1	0	0	0	0
AC022616.2	0	0	0	0
HOXA10-AS	0	1	0	0
TRBV6-7	0	0	0	0
AC079054.1	0	0	0	0
AC084082.1	2	4	17	13
IGKV1D-32	0	0	0	0
	0	0	0	0
AL365275.1	0	0	0	0
AC134698.2	0	0	0	0
AC083841.1	0	0	1	0
AC117834.1	1	1	0	1
AC139365.1	0	0	0	0
LINC02153	0	0	0	0
AC037459.3	14	4	6	9
IGKV3-25	0	0	0	0
GUSBP3	60	66	38	41
AC090281.1	0	0	0	0
AC011124.1	0	0	0	0
AC090155.1	0	0	0	0
AC103993.1	0	0	0	0
AC015743.1	0	0	0	0
IGHV3-65	0	0	0	0
AC040970.1	8	9	0	5
AC010306.1	1	0	0	5
AC079209.1	0	0	1	0
AC087273.1	0	0	0	0
AC022790.1	0	0	0	0
AP001574.1	0	0	0	0
KLF3P1	0	1	0	2
KRT18P41	0	0	0	0
AC084116.1	0	0	0	0
	0	0	0	0
AC110998.1	0	0	0	2
PGAM5P1	0	0	0	0
AC103833.1	0	0	0	0
HAUS1P3	0	0	0	0
AC090192.2	0	0	0	0
NRBF2P4	0	0	0	0
HIGD1AP6	0	0	0	0
LINC00599	0	0	0	0
COX6CP8	0	0	0	0
AC091144.1	0	0	0	0
AP005902.1	0	0	0	0
IGLV2-5	0	0	0	0
AC111149.1	0	0	0	0
LINC02143	0	0	0	0
AC034114.1	0	0	0	0
AC034114.2	0	0	0	0
IGLVI-70	0	0	0	0
IGHV3-36	0	0	0	0
IGHV3-50	0	0	0	0
IGLVIV-64	0	0	0	0
AC113423.1	0	0	0	0
MTND1P36	0	0	0	0
IGHV3-76	0	0	0	0
AC079098.1	0	0	0	0
C8orf88	1	0	0	0
AC008560.1	27	23	15	19
AC022784.2	0	0	0	0
AC134043.1	0	0	0	0
MTND4P7	0	0	0	0
AC068228.1	2	0	0	0
AC103726.1	0	0	0	0
AC087664.1	0	0	0	0
AC008410.1	0	0	0	0
AC019176.1	0	0	0	0
AP003354.1	2	1	0	1
	0	0	0	0
IGKV2-14	0	0	0	0
AC100860.1	1	2	0	1
DLGAP2-AS1	0	0	0	0
AC008680.1	0	0	0	0
AC090541.1	0	0	0	0
AC027419.1	0	0	0	0
AC022826.1	0	0	0	0
IGHV1-67	0	0	0	0
AC068672.1	0	0	0	0
CCDC71L	4	9	13	7
IGKV2-10	0	0	0	0
LINC02209	0	0	0	0
AC068880.2	0	0	0	0
AC092819.1	0	0	0	0
AP001330.1	0	0	1	0
AC091175.1	0	0	0	0
AC092828.1	3	7	3	6
AC090193.1	0	0	0	0
AC104012.1	0	0	0	0
AC046195.1	0	0	0	0
AC069113.1	0	0	0	0
TRBV7-7	0	0	0	0
MIOXP1	0	0	0	0
HOXA10	3	4	1	12
IGHVII-40-1	0	0	0	0
AC022217.2	0	0	0	0
AC008627.1	0	0	0	0
LINC01845	0	0	0	0
AC025647.1	0	0	0	0
AC018541.1	0	0	0	0
LINC01606	0	0	0	0
STAU2-AS1	0	1	3	0
IGHVIII-82	0	0	0	0
TMEM200B	1	0	0	0
PCDHGB6	11	6	9	5
AC011676.1	0	0	0	0
AC004080.1	0	0	0	0
SERPINE3	0	0	0	0
IGHVIII-76-1	0	0	0	0
LINC01847	0	0	0	0
AC022616.3	0	0	0	0
C1orf210	75	77	47	55
LINC00293	0	0	0	0
LINC01932	0	0	0	0
AC078906.1	0	0	0	0
TMCC1P1	0	0	0	0
AC134698.3	0	0	0	0
AZIN1-AS1	27	30	34	45
AC099554.1	0	0	0	0
AC104051.1	0	0	0	0
IGHV7-34-1	0	0	0	0
AL606534.5	1	1	2	1
RAD21-AS1	10	12	8	5
SUMO2P19	0	0	0	0
IGLV3-30	0	0	0	0
AC024451.2	0	0	0	0
AC008662.1	0	0	0	0
AP005902.2	0	0	0	0
AC146944.3	1	0	0	0
AC132219.1	1	0	0	0
AC009884.1	0	0	0	0
AC018992.1	0	0	0	0
IGLV3-29	0	0	0	0
AC111149.2	0	0	0	0
AC087272.1	0	0	0	0
AC115837.1	1	0	0	1
AC009623.2	0	0	0	0
AC114550.2	0	0	0	0
AC137579.1	0	0	0	0
IGHVII-22-1	0	0	0	0
AC109329.1	0	0	0	0
AC040934.1	0	0	0	0
AC008514.1	1	0	0	0
COX6B1P6	0	0	0	0
	0	0	0	0
LINC01298	0	0	0	0
TUG1	2498	2575	2088	2416
AC105999.1	0	0	0	0
AP003469.1	0	0	0	0
AC084024.3	0	0	0	0
AC008708.1	0	0	0	0
AC087439.1	0	0	0	0
IGHV3-37	0	0	0	0
AC069120.1	6	7	6	3
AC012400.1	0	0	0	0
AC090809.1	0	0	0	0
AL928742.1	0	0	0	0
IGKV1D-22	0	0	0	0
AC139272.1	0	0	0	0
IGHVIII-25-1	0	0	0	0
TRNP1	5	3	10	12
AC131902.1	0	0	0	0
AC027308.1	0	0	0	0
AC091096.1	0	0	0	0
AC016405.1	3	7	3	5
AC021785.1	0	0	0	0
AC023644.1	0	0	0	0
AC012103.1	0	1	0	1
AC068672.2	0	0	0	0
	0	0	1	0
AC090155.2	0	0	0	0
AC087518.1	0	0	0	0
POU5F1P2	0	0	0	0
AC100784.1	0	0	0	0
AC124242.2	0	0	0	0
AP003696.1	0	0	0	0
IGHVII-49-1	0	0	0	0
IGHVIII-5-1	0	0	0	0
AC124067.1	0	0	0	0
AC113133.1	0	0	0	0
AC104561.1	0	0	1	0
AC100870.1	0	0	0	0
AC119403.1	0	2	0	2
RANP9	0	0	0	0
LINC00534	0	0	0	0
AP003469.2	6	7	2	9
AC016868.1	0	0	0	0
AC069113.2	0	0	0	0
AC021733.1	0	0	0	0
AC078852.1	0	0	0	0
AL356133.2	0	0	0	0
VTA1P2	0	0	0	0
AC091944.1	0	0	0	0
AC034243.1	18	11	15	15
EVX1-AS	0	0	0	0
AC012613.2	0	0	0	0
AC087341.1	0	0	0	0
AC083973.1	0	0	0	0
TRBV7-4	0	0	0	0
AC068228.2	0	0	0	0
IGHVIII-13-1	0	0	0	0
AC107934.1	0	0	0	0
AC124067.2	1	0	2	0
AC016877.2	0	0	0	0
AC023200.1	0	0	0	0
LINC02159	0	0	0	0
SNX18P27	0	0	0	0
AC103853.1	0	0	0	0
ZNHIT1P1	0	0	0	0
AC008677.3	0	0	0	0
AC090132.1	0	0	0	0
AC025437.2	0	0	0	0
HSPA8P13	0	0	0	0
AC022784.3	1	4	5	8
AC084116.2	0	0	0	0
LINC01942	0	0	0	0
AP005660.1	0	0	0	0
AC011726.2	0	0	0	0
SRPK2P	0	0	0	0
AC027541.1	0	0	0	0
AC083843.1	1	0	0	0
LINC02237	0	0	0	0
IGKV2-4	0	0	0	0
RNU6-988P	0	0	0	0
PCAT1	3	5	2	2
CDC42P5	0	0	0	0
IGHV3-33-2	0	0	0	0
IGHV3-25	0	0	0	0
AC245519.1	0	0	0	0
AC027309.1	0	0	0	0
AC113423.2	0	0	0	0
IGLV3-6	0	0	0	0
AC025437.3	0	0	0	0
IGLV2-28	0	0	0	0
AC100818.1	0	0	0	0
NDUFA5P2	0	0	0	0
AC022915.1	0	0	0	0
AC136424.1	0	0	0	0
SMIM18	0	0	0	0
IGHVII-15-1	0	0	0	0
	6	7	5	8
IGKV2OR22-3	0	0	0	0
IGKV1-35	0	0	0	0
IGHVIII-26-1	0	0	0	0
HMGB1P19	0	1	0	1
	0	0	0	0
IGHVIV-44-1	0	0	0	0
IGHV7-40	0	0	0	0
AP003355.1	1	0	0	0
AC091819.1	0	0	0	0
AC016074.1	0	0	0	0
AC012574.1	0	0	0	0
AC034205.1	0	0	0	0
AC022568.1	0	0	0	0
AC103769.1	0	0	1	0
AC091185.1	0	1	1	0
AC012213.1	0	1	0	0
LINC01603	0	0	0	0
AC122713.1	0	0	0	0
IGKV1OR22-1	0	0	0	0
IGHVII-26-2	0	0	0	0
AC104561.2	0	0	0	0
AC113145.1	0	0	0	0
PCDHGA5	13	13	7	6
	0	0	0	0
IGKV2-36	0	0	0	0
FAM60DP	1	0	0	0
AC009930.1	0	0	0	0
LINC02099	2	0	0	0
IGHVII-30-1	0	0	0	0
CDH12P3	0	0	0	0
AC087808.1	0	0	0	0
CYCSP23	0	0	0	0
AC068992.1	0	0	0	0
IGKV1-13	0	0	0	0
AC025881.1	0	0	0	0
AF121898.1	0	1	0	2
IGKV3D-34	0	0	0	0
ATP6V1G1P2	0	0	0	0
AC060765.1	0	0	0	0
MTCYBP19	0	0	0	0
AC103957.1	0	1	1	0
NACA2	0	0	0	0
AC104257.1	0	0	1	0
AC004080.2	0	0	0	0
AC104393.1	0	0	0	0
AC004944.1	0	0	0	0
AC008562.1	0	0	0	0
AC009908.1	1	0	0	0
AC018682.2	0	0	0	0
HMGB1P41	0	0	0	1
XRCC6P4	0	0	2	1
AC106801.1	3	1	1	1
AC136628.3	0	0	0	0
HPYR1	0	0	0	0
MIR3142HG	0	0	0	0
AC104350.1	0	0	0	0
AC124290.1	0	0	0	0
AC104966.1	0	0	0	0
AC090802.1	0	0	0	0
AC008601.1	0	0	0	0
AC087752.2	0	0	0	0
AC084116.3	0	0	0	0
AC107909.1	1	2	1	1
TRBV6-8	0	0	0	0
AC120193.1	0	0	0	0
AC138832.1	0	0	0	0
PCDHGA7	2	6	8	4
AC008662.2	0	0	0	0
AC018442.2	0	0	0	0
FAM86HP	19	12	13	14
SEPT10P1	0	0	0	0
SDR16C6P	0	0	0	0
AC083923.1	0	0	0	0
C1GALT1P3	0	0	0	0
IGHV3-52	0	0	0	0
IGLVVI-22-1	0	0	0	0
AP001858.1	0	0	0	0
PYDC2	0	0	0	0
CA3-AS1	1	1	1	2
AC016065.2	0	0	0	0
AC021915.1	0	0	0	0
HOXA-AS2	1	0	0	0
AC090568.2	5	7	2	3
AC022639.1	0	1	1	1
